,label,text,tense,direction,over-polarity
980,anger,"""I had an implicit agreement with my sister about meeting her, however she had not understood the situation the same way so she did not turn up.""",,xxoth,xxneg
981,shame,Insulted by somebody.,,xxsel,xxneg
982,sadness,"""One Saturday morning I had got ready to go out swimming with my friends.  Unfortunately the weather did not permit it, so we stayed indoors.""",xxpre xxpas,xxsel,xxneg
983,disgust,"""In the army, an acquaintance of mine tended to use his position to advance his own interests.""",xxpre xxpas xxfut,xxoth,xxneg
984,sadness,"""Several years ago my mother died. She had been ill for a long time, but nevertheless her death came unexpectedly. I did not and I still do not want to believe that it is true.""",xxpre xxpas,xxsel,xxneg
985,disgust,When programmes on violence or pornography are shown on T.V.,xxpre xxpas xxfut,xxoth,xxneg
986,joy,When I met again a great friend and talked a little while with him. When I see again another I miss.,xxpre xxpas xxfut,xxsel xxoth,xxpos
987,guilt,I did not attend a social studies observation class for 1 whole week (I am a student trainee teacher). Anyway the other teachers thought this was okay because the teacher I was supposed to observe was not well liked. The teacher was in fact really nice to me - but I wanted to get out of teaching a hard topic he had given me.,xxpre xxpas xxfut,xxoth,xxneg
988,guilt,"""Once, my friend and I went to the Tai 60 to cycle.  My mother had told me not to go.  Unfortunately I broke my pectoral girdle and had to go to hospital.  When my mother  came to see me I felt guilty as I had not listened to her and I had to soon sit for a public examination.""",xxpre xxpas xxfut,xxoth,xxneg
989,disgust,When I see the acts and deeds of a blind drunk man.,xxpre xxpas xxfut,xxoth,xxneg
990,disgust,Bad temper of the serving lady in the students' dining hall.,xxpre xxpas xxfut,xxoth,xxneg
991,anger,When my sister broke my china tea set.,,xxoth,xxneg
992,disgust,"""At a certain person's lack of cleanliness, at home and personally.""",xxpre xxpas xxfut,xxoth,xxneg
993,joy,When I got the loan for my studies.,xxpre xxpas xxfut,xxsel xxoth,xxpos
994,joy,Reunion with my wife after a legal separation.,xxpre xxpas xxfut,xxsel xxoth,xxpos
995,anger,Being refused to attend the neuropsychology lecture in the medical university.,,xxoth,xxneg
996,fear,"""When my mother threatened me with thrushing me of the stairs, when I once more should make a comment.""",xxfut xxpas,xxsel,xxneg
997,shame,When I was 12 years old I was caught by the Ticket Collector when travelling without a ticket.,,xxsel,xxneg
998,disgust,When I found a bristle in the liver paste tube.,xxpre xxpas xxfut,xxoth,xxneg
999,fear,I felt fear when my friend and I broke into an abandoned military base in Los Angeles this summer. I feared because I didn't want to be caught.,xxfut xxpas,xxsel,xxneg
1000,joy,The high school entrance exam.,xxpre xxpas xxfut,xxsel xxoth,xxpos
1001,disgust,To go through the underground way at suburb station of LAPA. Poor people and the ambulants badly dressed up in a passage badly kept.,xxpre xxpas xxfut,xxoth,xxneg
1002,joy,"""I felt the greatest burst of joy when after being heavily ill for a long period, my father came back home.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
1003,disgust,I get disgusted with the inherent racist attitudes of my brother-in-law in putting down various ethnic groups and also my unwillingness to challenge him about these attitudes in order to keep the peace.,xxpre xxpas xxfut,xxoth,xxneg
1004,sadness,At rejection / being ignored by a loved person held in great esteem.,xxpre xxpas,xxsel,xxneg
1005,guilt,When I fought with my friends.,xxpre xxpas xxfut,xxoth,xxneg
1006,guilt,By mistake I took a book from the library which was not supposed to be loaned out.,xxpre xxpas xxfut,xxoth,xxneg
1007,fear,"""When we were going to Nkhoma last Saturday the vehicle was moving very fast, so I feared we might crash since the road was too rough.""",xxfut xxpas,xxsel,xxneg
1008,disgust,When my brother promised me money but he failed to fulfill the promise.,xxpre xxpas xxfut,xxoth,xxneg
1009,shame,Finding out that I was deceived by my friend.,,xxsel,xxneg
1010,guilt,A friend asked for help and I was not able to help.,xxpre xxpas xxfut,xxoth,xxneg
1011,joy,When I was finally able to return to a job that I enjoyed doing after several months absence (I was not needed during this time).,xxpre xxpas xxfut,xxsel xxoth,xxpos
1012,shame,"""Making bloopers: e.g. telling something negative about a certain person, while that person is standing besides you and hears everything.""",,xxsel,xxneg
1013,guilt,When something unpleasant happens to a friend or relative of yours and you are at the bottom of it.,xxpre xxpas xxfut,xxoth,xxneg
1014,anger,"""Out on a weekend with a group of people, everybody felt irritated because at night the music didn't stop in time. And at breakfast my boyfriend ran away because we didn't agree with him. I felt angry.""",,xxoth,xxneg
1015,disgust,"""Grandfather lives in a home for the elderly. He always looks forward to visits. On his birthday (by coincidence it was on """"Mummy's day"""") however, nobody went to see him. Is the own family more important than grandfather ?""",xxpre xxpas xxfut,xxoth,xxneg
1016,guilt,Forced to fill in a questionnaire.,xxpre xxpas xxfut,xxoth,xxneg
1017,joy,"""Being reunited with my family after not having seen them for 5 years, at the airport. Sheer elation at getting through the """"paper work"""" collecting bags and the anticipation of coming through the customs gate.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
1018,joy,Had a nice letter from my close friend.,xxpre xxpas xxfut,xxsel xxoth,xxpos
1019,fear,I was afraid when my dog ran out through a crack in the fence when  a train was coming.,xxfut xxpas,xxsel,xxneg
1020,shame,I bacame involved with a boy for a very brief moment not because I liked him but because I needed some sort of company. The consequences weren't as I expected and caused me much shame.,,xxsel,xxneg
1021,sadness,When a good friend with whom I had an intimate relationship made clear that he didn't want to continue in the same way. He choose his girlfriend (also a friend of mine).,xxpre xxpas,xxsel,xxneg
1022,shame,"""Sitting on the bus seats supposed for disabled people, children and old people (by mistake)""",,xxsel,xxneg
1023,guilt,When I made an excuse to get out of participating in an important family occasion that I should not have missed.,xxpre xxpas xxfut,xxoth,xxneg
1024,joy,When it appeared that I was not pregnant when I was several weeks overtime.,xxpre xxpas xxfut,xxsel xxoth,xxpos
1025,anger,"""I was at the corner shop, which I patronise regularly I had only a $ 50 note and I purchased about $ 3 worth of goods that I really needed - the keeper made sarcastic remarks to others about people using him to cash notes.""",,xxoth,xxneg
1026,fear,The last time I felt it was when I was coming home late at night.,xxfut xxpas,xxsel,xxneg
1027,sadness,When my father was imprisoned for burning the house of his younger brother.,xxpre xxpas,xxsel,xxneg
1028,shame,I was unaware that I had walked the streets in torn trousers.,,xxsel,xxneg
1029,disgust,"""The behaviour of a colleague of mine, which doesn't correspond to my norms of behaviour.""",xxpre xxpas xxfut,xxoth,xxneg
1030,fear,At the age of 12 years I always had to take care of my little brother and sister I never could sleep then. I always imagined creepy men sneaking into our house.,xxfut xxpas,xxsel,xxneg
1031,fear,Before the first examn.,xxfut xxpas,xxsel,xxneg
1032,guilt,"""I ate a Runeberg's cake, though I knew that I would immediately put on a kilo.""",xxpre xxpas xxfut,xxoth,xxneg
1033,sadness,My sister bkoke her leg.,xxpre xxpas,xxsel,xxneg
1034,disgust,"""I think I have hardly had a situation where I felt disgusted. Perhaps once, when I saw a big spider.""",xxpre xxpas xxfut,xxoth,xxneg
1035,fear,When a man rang the doorbell and wanted to enter the house with violence. I was alone at home that moment.,xxfut xxpas,xxsel,xxneg
1036,joy,I am a school teacher. At a teacher-parent meeting I received a good deal of positive feed-back on my work both from the parents and through them from the pupils.,xxpre xxpas xxfut,xxsel xxoth,xxpos
1037,fear,I was sleeping alone in the house at night. A boy putting on a short only knocked at the window whispering that I should open for him.,xxfut xxpas,xxsel,xxneg
1038,joy,When I received a letter of acceptance to CAL.,xxpre xxpas xxfut,xxsel xxoth,xxpos
1039,sadness,"""A close friend travelled to another country. When I knew that he would only come back after many years, I felt very sad.""",xxpre xxpas,xxsel,xxneg
1040,fear,"""In a cottage in a large forest, I was alone for a while in the dark.""",xxfut xxpas,xxsel,xxneg
1041,guilt,My father had been alone for a long time because my mother and sister were on holiday. I had not seen him for a long time and when I finally called him I realized that he had been very sad about that.,xxpre xxpas xxfut,xxoth,xxneg
1042,disgust,Some people not cueing in the dining hall.,xxpre xxpas xxfut,xxoth,xxneg
1043,disgust,"""I feel disgust at my neighbour, because she comes to our house with her child, who spoils our furniture.""",xxpre xxpas xxfut,xxoth,xxneg
1044,sadness,"""The thought that I'll never sit at the school desk again, caused a deep grief at the end of my eleventh form.""",xxpre xxpas,xxsel,xxneg
1045,disgust,When I tried to explain to my child as to why there were magazines wiith naked girls on them at the kiosk.,xxpre xxpas xxfut,xxoth,xxneg
1046,shame,When I failed one of the tests because I had not worked hard enough.,,xxsel,xxneg
1047,anger,I haven't often felt this feeling. Once someone stole my garment.,,xxoth,xxneg
1048,sadness,"""My favourite horse died. We had tried our best to save him, but it was hopeless, he had to be shot.""",xxpre xxpas,xxsel,xxneg
1049,shame,"""When a woman who I respected very much was made pregnant, unexpectedly by a man of a caliber I never expected.""",,xxsel,xxneg
1050,joy,"""During my Summer vacations I planned a carnival for the community youth center with a few other volunteers.  I was the head of the organizors and we spent over a month planning it.  During this period we got to know and understood each other.  We discovered each others potential and we planned many interesting things for the carnival.  The day of the carnival everything was bright, the programmes went well and the attendants enjoyed it.  I felt extremely excited about it.""",xxpre xxpas xxfut,xxsel xxoth,xxpos
